lake_id,lake_name,region,latitude,longitude,elevation_m,lake_area_km2,glacier_retreat_m_per_yr,distance_from_glacier_m,slope_deg,rainfall_mm,temperature_c,snowfall_mm,earthquake_magnitude,glof_risk,lake_type
GL0342,Upper Col Tal 587,Himachal Pradesh,31.023,77.0106,4150.7,0.513,17.15,972.0,19.0,1018.8,2.03,1256.2,4.63,0,synthetic
GL0343,Lower Valley Tso 543,Ladakh,33.3082,78.4086,4072.1,0.074,0.96,255.7,19.7,779.2,-1.55,1455.7,3.77,0,synthetic
GL0344,West Cirque Sar 236,Jammu & Kashmir,32.614,75.5663,3636.0,0.444,2.05,50.0,14.9,2596.7,4.41,1691.1,2.83,0,synthetic
GL0345,Upper Valley Tal 047,Uttarakhand,30.5169,79.6049,4103.4,0.629,19.19,1791.3,21.8,2352.0,-2.08,1708.4,4.5,0,synthetic
GL0346,Inner Plateau Tso 356,Ladakh,33.6539,76.885,5333.7,0.032,31.47,1051.9,8.6,2098.1,2.07,1509.6,4.12,0,synthetic
GL0347,High Spur Tal 062,Uttarakhand,28.983,79.474,5041.9,0.156,10.1,619.3,15.2,2782.1,-3.87,868.8,4.38,0,synthetic
GL0348,Upper Ridge Lake 628,Arunachal Pradesh,27.645,94.168,5608.1,0.275,25.76,50.0,3.6,3034.2,-1.15,1351.6,3.11,1,synthetic
GL0349,Outer Valley Tso 136,Sikkim,27.9754,88.3594,5046.7,0.076,16.14,50.0,1.0,1853.2,-7.81,923.9,3.27,0,synthetic
GL0350,Inner Valley Tso 081,Ladakh,32.9502,79.1747,5140.2,0.211,0.0,107.4,10.3,3697.3,4.81,1094.1,3.71,1,synthetic
GL0351,Inner Ridge Tso 157,Ladakh,32.9883,78.6566,5720.1,0.249,4.17,447.5,29.1,1576.1,-6.38,1771.3,,0,synthetic
GL0352,North Valley Tal 446,Himachal Pradesh,30.6246,77.3319,5981.0,0.1,3.69,1405.5,23.6,3478.2,-3.08,1363.1,3.47,0,synthetic
GL0353,Upper Ridge Tal 161,Himachal Pradesh,32.4625,76.5633,5656.4,0.129,8.91,446.9,13.6,1521.5,-10.0,1082.7,4.3,0,synthetic
GL0354,Upper Valley Tal 301,Himachal Pradesh,31.6248,76.0799,3797.1,0.227,0.0,58.6,21.6,3298.7,-0.12,1106.6,4.61,0,synthetic
GL0355,Upper Basin Tso 084,Ladakh,32.8991,77.7954,5650.7,0.139,6.45,160.2,38.5,2293.4,1.6,1055.5,3.85,0,synthetic
GL0356,West Col Tso 436,Sikkim,27.5673,88.2808,5680.0,0.199,15.25,979.4,18.2,1906.4,-1.61,1746.9,3.47,0,synthetic
GL0357,East Cirque Tal 697,Uttarakhand,29.7111,77.781,5406.5,0.839,12.81,688.1,26.1,1143.0,-2.5,1714.6,4.05,0,synthetic
GL0358,West Valley Lake 234,Arunachal Pradesh,28.2192,96.9595,5213.1,0.175,8.93,923.8,16.4,2189.8,2.31,1731.6,3.87,0,synthetic
GL0359,North Ridge Tal 078,Himachal Pradesh,31.9173,76.1035,3632.0,0.273,6.0,482.1,16.3,1924.4,4.7,1250.8,3.8,0,synthetic
GL0360,Lower Plateau Tal 205,Himachal Pradesh,31.7315,76.2053,3820.5,0.854,15.24,50.0,22.9,1784.8,5.11,1299.4,2.21,0,synthetic
GL0361,Far Basin Tal 335,Himachal Pradesh,32.2859,78.2283,4233.4,0.047,25.4,725.2,22.5,1170.8,4.75,995.6,4.13,0,synthetic
GL0362,Lower Hollow Tso 164,Ladakh,34.7504,76.6448,3612.2,0.778,25.13,1339.7,16.3,764.4,-2.16,1705.9,3.22,0,synthetic
GL0363,Lower Basin Tal 612,Uttarakhand,29.7319,79.4895,4763.7,0.918,10.85,254.9,30.8,2129.6,2.32,957.4,5.13,1,synthetic
GL0364,West Spur Tal 282,Himachal Pradesh,32.5804,75.9238,3966.1,0.351,25.74,736.7,38.1,3029.4,-2.58,,4.38,1,synthetic
GL0365,East Moraine Tal 597,Uttarakhand,30.7078,79.448,5472.6,2.414,16.16,1511.7,19.9,2260.0,-2.57,1771.3,5.09,1,synthetic
GL0366,High Plateau Tso 109,Ladakh,33.1895,77.7308,5847.0,0.046,5.36,875.6,21.6,1081.4,-4.04,1009.1,3.71,0,synthetic
GL0367,Outer Basin Tal 110,Uttarakhand,29.2447,79.9181,5530.0,0.236,10.3,670.0,10.7,1354.6,-4.79,982.6,3.07,0,synthetic
GL0368,Inner Glacier Sar 154,Jammu & Kashmir,32.9189,74.7728,3992.4,0.228,15.17,492.4,10.7,1749.3,-2.12,1345.4,4.48,0,synthetic
GL0369,East Spur Tso 658,Ladakh,33.1765,78.8274,3690.1,0.076,30.68,865.3,10.2,1733.2,-4.39,857.1,4.37,0,synthetic
GL0370,West Glacier Sar 378,Jammu & Kashmir,34.4872,75.4766,3921.2,0.212,26.91,1212.6,12.0,1665.4,-0.17,2063.8,4.92,1,synthetic
GL0371,Lower Spur Tal 456,Himachal Pradesh,32.281,77.1419,4984.5,0.064,1.23,158.5,21.7,2242.3,2.23,1676.4,4.86,0,synthetic
GL0372,Lower Glacier Lake 444,Arunachal Pradesh,27.9812,94.1389,4966.0,0.398,0.0,1227.8,18.3,1941.3,-4.45,1611.1,3.36,0,synthetic
GL0373,West Plateau Sar 153,Jammu & Kashmir,33.1324,75.5523,3735.1,0.1,0.0,608.7,16.9,1795.5,5.54,1574.5,4.58,0,synthetic
GL0374,High Valley Sar 311,Jammu & Kashmir,33.3655,74.5851,5408.0,0.115,29.83,755.7,21.3,2982.8,2.55,1682.7,2.86,1,synthetic
GL0375,High Basin Tal 105,Himachal Pradesh,31.7581,76.8013,4183.6,0.147,14.73,288.7,8.4,1870.2,-5.36,1461.4,3.08,0,synthetic
GL0376,East Spur Tal 149,Himachal Pradesh,31.5715,77.5126,4141.8,2.823,10.46,762.0,10.8,1871.5,-0.63,1723.2,4.26,1,synthetic
GL0377,Lower Hollow Tal 141,Uttarakhand,30.0383,78.6822,4687.2,0.27,34.08,679.6,17.7,1670.8,0.54,1538.3,4.01,1,synthetic
GL0378,Inner Col Sar 387,Jammu & Kashmir,34.1331,75.4263,3647.4,0.492,23.68,215.7,13.6,653.5,-5.32,928.8,4.06,0,synthetic
GL0379,Far Plateau Tal 476,Uttarakhand,29.5891,80.2124,4994.4,0.349,15.53,329.9,17.5,2187.1,-3.66,1235.6,3.2,0,synthetic
GL0380,South Spur Tal 732,Uttarakhand,30.0852,79.3481,4562.0,0.212,7.31,461.1,24.0,2570.9,-0.85,1846.4,5.02,1,synthetic
GL0381,Lower Hollow Sar 359,Jammu & Kashmir,32.895,74.998,5777.5,0.44,0.0,599.4,22.6,1935.7,2.26,2455.9,3.24,0,synthetic
GL0382,Lower Plateau Tso 022,Ladakh,33.5413,77.5035,4242.2,1.0,21.99,1466.2,28.6,2385.4,4.6,1519.5,4.66,1,synthetic
GL0383,North Spur Tso 368,Sikkim,27.4633,88.3942,5111.5,0.113,19.03,231.9,16.3,2651.8,-3.95,1694.3,4.66,1,synthetic
GL0384,East Moraine Tso 464,Ladakh,32.8421,78.2029,5160.0,0.072,15.93,509.4,15.1,2229.2,1.12,1650.8,4.44,0,synthetic
GL0385,High Valley Tal 011,Himachal Pradesh,31.744,77.5329,4328.9,0.18,7.65,529.6,27.6,2202.1,-2.06,782.2,2.66,0,synthetic
GL0386,South Basin Tso 104,Ladakh,32.757,78.7835,5067.1,0.028,12.71,518.6,36.9,1152.9,-2.87,2152.9,4.36,1,synthetic
GL0387,Inner Glacier Sar 671,Jammu & Kashmir,34.0404,74.4586,3895.7,0.907,37.44,966.0,33.2,2209.8,-1.49,1564.7,4.0,1,synthetic
GL0388,South Lhonak Lake,Sikkim,27.9067,88.1904,5200.0,1.66,42.0,150.0,28.0,2200.0,-2.1,1800.0,,1,real
GL0389,North Cirque Tal 390,Uttarakhand,30.2294,78.8129,5759.5,0.498,0.55,567.4,33.0,3214.3,1.96,1468.7,3.2,0,synthetic
GL0390,North Col Tso 659,Ladakh,34.2083,76.8348,4510.0,0.179,22.17,425.6,32.7,2362.8,-0.58,1363.5,5.39,1,synthetic
GL0391,West Plateau Tal 471,Uttarakhand,30.3773,80.1455,5349.7,0.461,18.96,446.6,23.9,2089.9,-2.79,1648.0,3.88,1,synthetic
GL0392,High Plateau Tal 708,Uttarakhand,30.4671,78.628,3858.0,0.428,6.53,1110.0,24.8,2598.8,-0.75,1817.1,5.02,0,synthetic
GL0393,Far Basin Sar 514,Jammu & Kashmir,33.4436,74.726,3973.3,0.08,23.0,501.7,18.5,2461.6,-8.0,1943.4,3.72,1,synthetic
GL0394,East Glacier Tso 249,Ladakh,34.5365,78.3464,3899.3,0.437,0.0,1068.8,15.0,2661.0,-4.35,1388.5,4.28,0,synthetic
GL0395,Outer Glacier Lake 750,Arunachal Pradesh,28.4737,96.2842,5710.1,0.078,34.92,310.6,24.1,2807.8,-4.84,1338.0,4.44,1,synthetic
GL0396,North Glacier Tal 305,Himachal Pradesh,32.0849,76.3595,3966.9,0.306,3.8,378.8,27.4,2406.8,0.49,414.4,5.47,1,synthetic
GL0397,North Valley Tal 657,Himachal Pradesh,31.822,77.0438,4644.2,0.114,3.35,392.9,9.2,2552.1,-4.24,853.1,3.69,0,synthetic
GL0398,West Col Tal 126,Himachal Pradesh,32.5932,77.0551,3580.4,0.196,13.22,318.3,14.0,2074.2,0.05,1147.8,3.67,0,synthetic
GL0399,Far Ridge Tal 517,Himachal Pradesh,32.9223,76.5897,5084.7,0.177,28.09,519.2,24.3,2232.1,-6.41,1254.7,3.01,1,synthetic
GL0400,Gepang Gath Lake,Himachal Pradesh,32.36,77.13,4068.0,0.45,24.0,220.0,22.0,1250.0,-2.4,1350.0,4.0,1,real
GL0401,High Glacier Tal 433,Himachal Pradesh,32.5272,77.1834,4568.6,0.039,10.43,1104.8,4.9,2249.0,-1.27,,3.82,0,synthetic
GL0402,South Spur Tso 315,Ladakh,32.9449,79.1006,3697.7,0.662,6.86,856.3,20.3,1764.2,1.15,1494.7,4.17,0,synthetic
GL0403,Lower Moraine Tal 321,Uttarakhand,30.3124,77.8495,5527.2,0.078,22.73,233.0,20.9,1952.1,0.25,1359.1,2.0,0,synthetic
GL0404,Outer Plateau Tal 398,Himachal Pradesh,31.573,76.9328,5400.7,0.374,12.77,276.6,22.7,1739.1,-0.15,1314.1,3.76,0,synthetic
GL0405,Inner Spur Tal 330,Uttarakhand,30.0366,78.2107,5395.0,0.146,7.54,275.4,11.6,1266.0,-6.75,1202.5,3.53,0,synthetic
GL0406,South Plateau Tal 288,Uttarakhand,30.2471,80.2906,5964.6,0.295,10.55,1113.1,17.8,1568.1,-7.51,,4.6,0,synthetic
GL0407,South Ridge Tal 071,Uttarakhand,30.543,79.8289,4316.4,1.153,8.99,50.0,8.6,1436.3,-1.32,,3.73,0,synthetic
GL0408,Lower Col Tal 618,Uttarakhand,30.0338,80.732,3987.7,0.066,1.23,1071.3,14.1,1331.9,3.85,,3.69,0,synthetic
GL0409,East Valley Sar 017,Jammu & Kashmir,34.2898,76.0332,4826.9,0.094,8.65,161.6,17.2,957.5,-6.63,2364.6,2.97,0,synthetic
GL0410,North Cirque Tal 504,Uttarakhand,30.9838,79.4164,3864.7,0.099,25.0,1023.4,24.7,2449.4,-1.24,1037.8,3.35,0,synthetic
GL0411,Lower Valley Tal 207,Himachal Pradesh,32.2655,77.1951,5948.1,0.885,27.68,222.4,1.0,951.5,3.48,1099.4,3.4,0,synthetic
GL0412,West Valley Tal 576,Uttarakhand,30.8935,79.4691,5910.2,0.139,16.26,826.1,17.1,2261.2,-1.23,1218.2,3.76,0,synthetic
GL0413,Upper Valley Tal 334,Uttarakhand,30.8532,78.0346,5328.4,0.185,14.96,209.4,26.1,2628.6,-1.67,1164.7,3.91,1,synthetic
GL0414,East Glacier Lake 443,Arunachal Pradesh,27.3489,94.0311,5393.4,0.16,3.96,1088.5,5.7,1935.8,-1.14,1048.5,4.22,0,synthetic
GL0415,South Moraine Sar 457,Jammu & Kashmir,34.3437,76.2055,4198.6,0.971,0.0,454.8,15.2,2849.2,4.0,574.9,5.13,1,synthetic
GL0416,Outer Valley Tso 355,Ladakh,35.1674,77.9811,5146.1,0.041,28.94,1010.3,29.3,2065.7,2.05,564.4,4.57,1,synthetic
GL0417,Far Basin Sar 682,Jammu & Kashmir,34.6397,74.2057,5087.7,0.344,17.37,1101.5,23.2,2387.3,1.08,387.7,2.57,0,synthetic
GL0418,West Cirque Tal 138,Himachal Pradesh,31.5742,77.0863,4199.1,0.303,35.36,50.0,24.9,869.4,-0.74,2087.5,4.39,1,synthetic
GL0419,West Cirque Tal 005,Uttarakhand,29.9807,80.2618,3849.5,1.215,4.61,1084.1,2.9,1882.3,-0.93,1593.1,4.57,0,synthetic
GL0420,North Col Tso 165,Ladakh,34.2267,78.2015,5382.7,0.332,0.78,50.0,19.4,2310.6,2.73,2085.7,5.26,0,synthetic
GL0421,North Ridge Lake 077,Arunachal Pradesh,27.8485,94.2518,5180.7,0.091,23.41,50.0,10.8,2947.3,1.44,2043.7,3.78,1,synthetic
GL0422,North Basin Sar 361,Jammu & Kashmir,33.7033,74.9609,4233.2,0.524,17.05,50.0,15.0,2046.1,-3.29,2040.9,4.38,1,synthetic
GL0423,East Col Tal 156,Himachal Pradesh,32.1429,77.7285,5606.1,0.091,17.81,675.5,23.2,3520.8,-0.53,1542.5,3.14,1,synthetic
GL0424,Lower Glacier Tal 684,Himachal Pradesh,32.2758,77.7108,4678.2,0.307,21.72,820.3,23.4,2092.3,-2.46,763.5,3.65,1,synthetic
GL0425,Lower Ridge Tso 326,Sikkim,27.7971,88.6923,3828.0,0.292,25.15,1519.8,21.5,1749.1,1.25,950.9,3.17,0,synthetic
GL0426,Lower Ridge Sar 050,Jammu & Kashmir,34.4565,74.0699,4770.4,0.081,0.0,942.9,14.8,1435.5,-1.84,1864.0,2.18,0,synthetic
GL0427,Outer Ridge Tso 673,Sikkim,27.8936,88.6945,5787.8,0.942,14.53,665.9,15.5,1760.4,-3.41,1435.6,3.38,0,synthetic
GL0428,Lower Cirque Tal 489,Himachal Pradesh,30.4471,77.4058,4863.3,0.804,11.28,77.9,18.7,2405.9,-6.61,854.7,3.42,1,synthetic
GL0429,Far Col Lake 155,Arunachal Pradesh,29.2101,94.6086,3646.8,0.177,24.48,1089.8,29.6,3255.9,-4.53,1306.9,4.01,1,synthetic
GL0430,Inner Plateau Tso 345,Ladakh,34.7876,77.847,5254.7,0.229,29.15,879.7,4.8,1383.6,-4.42,872.6,3.93,0,synthetic
GL0431,South Glacier Tal 468,Uttarakhand,30.1724,78.6852,4794.0,0.171,11.1,1074.8,10.9,3227.8,-6.14,2107.7,3.19,0,synthetic
GL0432,Lower Spur Tal 415,Uttarakhand,30.9435,79.5348,5087.8,0.428,11.47,478.8,33.4,3800.0,-5.72,670.3,3.23,1,synthetic
GL0433,Inner Ridge Tal 283,Himachal Pradesh,32.9899,76.6241,5280.0,1.526,17.05,543.5,31.6,2728.9,-2.62,1302.6,4.16,1,synthetic
GL0434,Lower Basin Tal 032,Himachal Pradesh,31.7459,76.9597,3835.2,0.32,27.91,177.2,21.0,2083.2,-0.4,883.3,2.73,1,synthetic
GL0435,High Basin Tal 352,Himachal Pradesh,31.6781,78.4002,4220.2,0.359,9.07,1013.6,4.0,2057.2,-3.47,961.4,4.34,0,synthetic
GL0436,High Moraine Tso 320,Ladakh,33.3219,77.1591,5611.0,0.479,15.25,50.0,29.2,2188.8,-4.37,1797.5,3.46,1,synthetic
GL0437,West Spur Tso 525,Ladakh,33.7694,78.5525,3559.5,0.163,0.0,1068.1,1.0,1739.4,-1.69,1415.2,3.42,0,synthetic
GL0438,North Hollow Tso 420,Ladakh,33.1226,77.5087,3976.3,0.199,3.41,50.0,20.0,3148.7,-0.79,608.6,4.18,0,synthetic
GL0439,Lower Col Tal 070,Uttarakhand,30.2644,78.9562,4772.3,0.311,24.89,570.4,11.4,1830.6,0.72,1301.5,4.27,1,synthetic
GL0440,Far Moraine Lake 766,Arunachal Pradesh,28.3173,95.8902,5392.8,0.034,15.33,910.8,16.8,1982.5,-4.87,799.1,5.47,0,synthetic
GL0441,High Glacier Sar 019,Jammu & Kashmir,33.9963,75.3811,4295.0,0.287,15.0,239.2,20.8,2036.8,5.83,2086.7,4.31,0,synthetic
GL0442,Outer Plateau Sar 416,Jammu & Kashmir,33.5987,75.9824,4394.3,0.085,1.54,982.1,20.2,2497.2,-7.94,558.2,4.53,0,synthetic
GL0443,Lower Glacier Tso 741,Ladakh,33.9094,77.2129,5448.7,0.083,27.65,838.2,4.9,1949.1,9.44,1308.3,3.41,0,synthetic
GL0444,Inner Spur Tso 518,Sikkim,27.3529,88.3492,3901.2,0.675,5.83,608.9,19.7,3105.6,-6.68,844.4,6.24,1,synthetic
GL0445,East Spur Tso 535,Ladakh,32.8058,78.9216,3964.3,0.072,5.12,827.8,29.0,668.7,3.31,1229.9,2.49,0,synthetic
GL0446,Lower Glacier Sar 313,Jammu & Kashmir,33.5229,76.4717,4187.2,0.031,14.55,89.9,18.9,1399.5,-0.02,1309.7,5.12,1,synthetic
GL0447,High Moraine Tso 499,Sikkim,27.6392,88.449,3681.5,0.159,15.23,674.0,16.3,1824.8,-2.73,2553.9,3.38,0,synthetic
GL0448,Upper Plateau Tso 369,Ladakh,34.2295,76.5926,5204.5,0.247,32.12,1454.8,31.3,2610.4,-5.89,1543.6,3.01,1,synthetic
GL0449,East Spur Tal 245,Himachal Pradesh,32.8307,75.9699,4883.0,0.058,11.36,1147.8,23.0,1249.1,0.64,231.2,3.82,0,synthetic
GL0450,South Spur Tso 578,Ladakh,34.4224,78.5087,5133.1,0.26,16.56,617.8,20.3,2969.3,-5.63,1128.9,4.53,1,synthetic
GL0451,High Ridge Tal 762,Himachal Pradesh,31.0371,77.6287,5047.8,1.609,22.58,770.3,14.3,2124.6,-0.92,1499.9,4.59,1,synthetic
GL0452,East Glacier Tal 374,Uttarakhand,30.9944,78.4977,4843.5,0.118,15.26,1413.9,36.2,1570.7,0.34,1579.4,4.31,1,synthetic
GL0453,Inner Ridge Tso 304,Sikkim,27.4712,88.1649,5356.2,0.378,15.45,621.7,20.2,2081.4,-1.68,1606.5,3.57,0,synthetic
GL0454,Inner Basin Tal 075,Uttarakhand,30.8502,78.0405,4475.2,0.055,4.05,713.4,29.9,3800.0,-3.55,2017.7,4.2,1,synthetic
GL0455,Far Hollow Tso 053,Sikkim,27.7148,88.4284,4403.8,0.109,25.26,919.8,22.0,2912.3,0.72,1670.0,4.51,1,synthetic
GL0456,High Ridge Tal 758,Himachal Pradesh,32.3265,77.4599,5886.2,0.56,0.0,934.3,1.2,1758.8,-6.1,1192.2,4.67,0,synthetic
GL0457,Far Cirque Tal 127,Uttarakhand,31.2126,78.3599,5390.2,0.712,0.0,50.0,20.5,2095.4,-0.9,1068.9,4.53,1,synthetic
GL0458,Inner Ridge Tal 102,Himachal Pradesh,32.2152,76.3579,5953.5,1.242,11.32,303.4,15.1,2431.4,-1.87,1102.4,5.17,1,synthetic
GL0459,Inner Valley Tso 185,Sikkim,27.6931,88.1559,5347.9,1.181,5.2,578.8,18.8,1458.9,-1.69,1302.7,4.91,0,synthetic
GL0460,North Plateau Tal 331,Himachal Pradesh,31.8704,77.5578,4769.3,0.391,23.59,553.1,27.7,2105.2,1.27,1055.1,2.55,1,synthetic
GL0461,Outer Basin Tal 169,Himachal Pradesh,32.125,77.4159,4182.9,0.191,0.0,332.1,9.9,3124.2,-7.46,579.3,4.89,1,synthetic
GL0462,High Col Tal 034,Himachal Pradesh,31.8567,76.8115,5716.0,0.487,14.32,514.8,11.0,2379.7,-4.48,1632.8,4.87,1,synthetic
GL0463,West Col Tso 631,Ladakh,33.4258,77.2406,5444.9,0.935,1.16,343.7,18.9,1978.9,1.49,2800.0,4.34,1,synthetic
GL0464,South Spur Tso 338,Sikkim,27.682,88.66,3804.2,0.486,0.0,50.0,24.6,2037.5,2.49,859.6,4.28,0,synthetic
GL0465,West Spur Tso 448,Ladakh,32.7995,79.1171,4074.3,0.212,29.02,50.0,8.7,2569.1,2.29,821.3,4.02,1,synthetic
GL0466,Far Basin Tal 653,Uttarakhand,30.8475,79.3881,5311.0,0.405,6.88,512.9,35.8,2263.3,1.54,1569.9,4.22,1,synthetic
GL0467,East Cirque Tal 458,Himachal Pradesh,30.8634,77.2678,5014.9,0.522,23.15,1127.0,14.1,2074.3,-1.61,2144.0,2.0,0,synthetic
GL0468,Outer Hollow Tso 284,Ladakh,33.8701,77.4744,5495.5,0.23,17.36,50.0,13.8,2481.7,0.58,937.7,4.13,0,synthetic
GL0469,Far Cirque Tal 120,Uttarakhand,30.7665,79.7599,4690.3,0.173,18.12,1112.5,16.5,1722.4,-9.47,1620.5,3.91,0,synthetic
GL0470,Lower Spur Tso 704,Ladakh,33.5143,77.0918,4469.6,0.165,24.32,639.4,27.6,1867.8,9.16,1017.8,3.28,1,synthetic
GL0471,Outer Ridge Tal 484,Himachal Pradesh,31.059,76.7253,4348.7,0.264,3.25,50.0,15.9,1607.9,-0.78,599.3,4.65,0,synthetic
GL0472,Lower Glacier Tal 209,Uttarakhand,30.2889,79.2021,3853.2,0.328,38.41,50.0,17.8,2297.9,-4.08,1314.2,2.72,1,synthetic
GL0473,East Moraine Tal 087,Himachal Pradesh,31.5579,76.8047,5082.9,0.18,0.0,514.2,4.0,2728.7,3.81,901.5,4.24,0,synthetic
GL0474,West Col Tal 115,Himachal Pradesh,32.1615,76.624,3820.7,0.362,28.01,50.0,26.8,2105.4,-2.21,564.4,4.4,1,synthetic
GL0475,South Valley Tso 740,Ladakh,33.2904,78.8362,4864.6,0.198,21.07,939.5,6.8,1499.8,3.91,1445.2,3.54,0,synthetic
GL0476,Upper Glacier Sar 217,Jammu & Kashmir,33.2273,75.8894,3932.6,2.174,4.86,1029.5,19.9,1078.8,1.2,1933.8,3.31,0,synthetic
GL0477,South Moraine Tal 168,Uttarakhand,30.2027,78.2621,4928.9,0.175,12.8,277.9,23.3,1810.1,1.93,1440.6,3.44,0,synthetic
GL0478,South Valley Tso 259,Sikkim,27.1744,88.313,3646.0,0.137,15.96,283.4,23.1,2188.9,-3.07,774.9,4.21,0,synthetic
GL0479,Lower Cirque Tso 752,Ladakh,33.7822,78.0887,5619.3,0.053,27.27,50.0,14.4,3296.3,-2.65,1345.0,4.61,1,synthetic
GL0480,Inner Col Tal 388,Uttarakhand,30.9126,78.9158,4438.9,0.058,7.56,396.3,14.4,2148.7,3.49,1706.0,3.21,0,synthetic
GL0481,North Moraine Sar 739,Jammu & Kashmir,33.5557,75.9507,4551.3,0.812,1.41,710.8,14.7,2035.9,1.53,1786.6,5.12,0,synthetic
GL0482,North Ridge Tal 375,Himachal Pradesh,32.509,75.9418,5524.4,0.329,17.41,660.6,1.0,2047.7,-3.84,706.8,5.15,0,synthetic
GL0483,South Moraine Tal 094,Uttarakhand,30.464,80.5754,4577.7,0.423,8.68,83.8,38.8,2312.4,-4.06,1758.0,3.91,1,synthetic
GL0484,East Moraine Tso 690,Ladakh,32.6794,79.1951,5612.0,0.35,27.91,780.5,17.1,1158.5,-1.7,1916.6,3.01,1,synthetic
GL0485,West Col Tso 072,Ladakh,34.055,77.1206,5882.3,0.031,15.43,597.7,27.4,2872.0,-0.79,1049.8,4.39,1,synthetic
GL0486,East Basin Sar 663,Jammu & Kashmir,32.3367,75.3773,5055.5,0.514,16.21,650.0,14.4,1726.1,-2.79,1531.6,4.51,0,synthetic
GL0487,High Col Tal 706,Himachal Pradesh,32.3201,77.8323,5558.2,0.189,5.38,1000.0,3.3,1228.4,-3.57,1641.5,4.99,0,synthetic
GL0488,Inner Plateau Sar 538,Jammu & Kashmir,33.7638,74.2675,3583.6,0.464,13.57,50.0,11.3,1112.4,-0.65,1551.7,4.21,0,synthetic
GL0489,North Plateau Tal 449,Himachal Pradesh,32.237,77.3987,4582.8,1.581,15.88,98.8,15.2,1061.7,-5.05,1980.2,3.89,1,synthetic
GL0490,Upper Ridge Sar 198,Jammu & Kashmir,33.4325,75.464,4123.9,0.154,7.39,417.8,14.2,1753.0,-1.47,1032.4,2.83,0,synthetic
GL0491,East Glacier Tso 363,Sikkim,27.9838,88.7641,5391.2,1.056,22.94,162.2,12.2,2421.7,-3.68,241.4,3.96,1,synthetic
GL0492,Upper Valley Sar 255,Jammu & Kashmir,34.5085,74.9401,4935.1,0.897,6.58,774.1,15.6,2313.4,-3.7,858.3,4.84,0,synthetic
GL0493,West Cirque Tal 558,Himachal Pradesh,31.5086,76.7572,4081.3,1.339,15.91,830.4,15.6,2528.2,4.03,1234.4,5.38,1,synthetic
GL0494,Inner Valley Tso 328,Sikkim,27.5417,88.4763,5147.0,0.106,26.9,813.4,14.0,2194.6,-1.79,866.2,4.06,1,synthetic
GL0495,High Plateau Tal 373,Himachal Pradesh,31.6562,76.8,4567.3,1.052,23.56,108.8,8.7,2419.8,-2.12,1286.8,4.86,1,synthetic
GL0496,High Basin Sar 218,Jammu & Kashmir,33.1699,75.4013,3965.3,0.09,17.75,338.8,13.8,2580.6,-5.57,847.3,4.12,0,synthetic
GL0497,East Glacier Sar 686,Jammu & Kashmir,34.569,75.1994,5500.4,0.212,0.0,869.9,11.7,2585.6,3.11,1206.0,3.18,0,synthetic
GL0498,Outer Hollow Tso 292,Ladakh,33.1507,78.2058,3581.9,1.086,17.42,95.4,20.7,2005.0,10.59,1442.6,3.7,1,synthetic
GL0499,East Plateau Tso 591,Ladakh,32.5825,79.3304,4642.2,0.315,0.0,473.9,24.4,2493.9,-4.26,715.9,4.01,0,synthetic
GL0500,Far Hollow Sar 478,Jammu & Kashmir,32.4614,75.209,3513.8,1.607,5.52,971.4,17.5,1887.0,0.71,1150.4,2.0,0,synthetic
GL0501,North Hollow Tal 266,Himachal Pradesh,31.3714,77.889,4310.3,0.432,14.15,50.0,21.4,895.9,-4.81,1975.8,5.46,0,synthetic
GL0502,Inner Moraine Tal 117,Uttarakhand,30.475,78.7795,5966.6,0.136,17.69,601.0,20.5,1645.9,-1.81,501.0,4.11,1,synthetic
GL0503,Far Cirque Tso 396,Ladakh,33.1097,79.1838,4058.6,0.392,22.02,394.2,1.2,2549.7,4.62,,2.41,0,synthetic
GL0504,Inner Plateau Sar 254,Jammu & Kashmir,34.6828,74.7157,4453.5,0.61,0.0,1334.0,25.1,2074.7,0.76,917.3,3.54,0,synthetic
GL0505,South Spur Tso 754,Ladakh,33.4331,77.1798,4579.0,0.156,13.27,1679.3,37.1,1414.8,-4.7,770.3,4.85,0,synthetic
GL0506,West Spur Tso 190,Ladakh,34.6296,77.1904,3702.0,0.256,10.61,1299.6,26.6,2421.9,-0.99,1496.6,3.31,0,synthetic
GL0507,North Col Sar 244,Jammu & Kashmir,34.058,74.2131,4070.7,0.117,17.84,128.4,16.0,2601.9,-1.14,593.7,2.95,0,synthetic
GL0508,High Hollow Tal 162,Uttarakhand,30.0958,79.2527,3875.3,0.623,18.35,1284.4,18.5,2422.5,-0.22,1155.9,4.32,1,synthetic
GL0509,East Valley Tal 228,Himachal Pradesh,31.3009,78.8002,5998.5,0.074,22.39,50.0,14.0,3081.4,-5.26,1734.9,3.61,0,synthetic
GL0510,Outer Ridge Sar 691,Jammu & Kashmir,34.6033,75.1824,3640.4,0.42,3.28,50.0,20.4,1771.2,4.93,2242.3,5.59,1,synthetic
GL0511,High Plateau Tal 027,Himachal Pradesh,32.8266,75.9837,3804.8,1.356,9.51,653.9,29.8,1058.5,-5.88,499.4,3.36,1,synthetic
GL0512,Lower Basin Tso 130,Ladakh,33.342,76.5648,5139.7,0.202,23.07,837.6,11.8,1990.4,2.15,1496.7,2.88,0,synthetic
